trainCode,ArrivalDelay,DepartureDelay
12833,39.65378952,40.20310593
12833,33.91746521,33.98944473
12833,33.91265488,33.98451996
12833,37.30900192,37.78905869
12833,39.81108093,40.36587143
12833,33.91300964,33.98487473
12833,37.27838516,37.7582016
12833,33.91278076,33.98465347
12833,31.94672012,32.00829315
12833,23.70742416,23.94662857
12833,24.64808083,24.75402069
12833,29.30609131,29.36395264
12833,29.51220322,29.56768799
12834,0,0
12834,3.365335941,3.519672632
12834,1.969253659,2.275944233
12834,1.853352666,2.18720603
12834,2.273637056,2.624707222
12834,3.662359953,4.022944927
12834,3.399814129,3.715357304
12834,2.602962017,3.140271664
12834,3.135632992,3.612529278
12834,3.765395164,4.068968773
12834,4.466218948,4.887365818
12834,8.756114006,8.994322777
12834,16.76641464,16.80543518
12834,21.63905525,21.75259781
12834,33.45822144,33.59966278
12834,44.73115921,45.70127869
12834,47.06397247,48.14768219
12834,47.87792587,49.0375061
12834,39.40172958,40.26245117
12834,45.52157974,46.61064911
12834,45.92104721,47.02142334
12834,35.24812698,35.53532791
12834,34.33200455,34.51267624
12834,34.42985916,34.53025436
12834,33.91270828,33.98457718
12834,34.33200073,34.51267242
12834,33.91270828,33.98457718
12834,20.56122208,21.71407127
12834,29.51247978,29.56796265
12834,31.91238403,32.06013489
12834,34.33173752,34.51241302
12834,23.71059799,23.94979477
12834,29.51246452,29.56794548
12834,33.78629684,33.86130905
12834,15.72785091,16.50309753
12834,15.68244267,15.8433857
12834,25.1208744,25.27838898
12834,29.51337814,29.56886864
12834,33.91267014,33.98453522
12834,15.78376961,16.55524826
12834,24.64801788,24.75395775
12834,11.40220737,12.09928226
12834,14.65644455,14.7451334
12834,24.64801979,24.75396156
12834,29.51246071,29.56794548
12834,33.51617432,33.58548355
12834,37.34068298,37.82154846
12834,33.94273376,34.01533508
12834,33.98817062,34.06187057
12834,26.56878471,28.13344765
12834,29.51246071,29.56794548
12834,33.81032562,33.88151169
12834,33.9035759,33.97538376
12834,32.90970612,32.97560501
12834,29.51246071,29.56794548
12834,29.51246071,29.56794548
12834,12.30548477,13.36391926
12834,24.64799881,24.75394058
12834,24.65515518,24.76103401
12834,8.860016823,9.777646065
12834,5.627301216,6.400266171
12834,5.627186775,6.400161266
12834,24.64770699,24.75364876
12834,24.68521881,24.79081345
12840,0,0
12840,1.840208292,2.342062712
12840,2.864140272,3.357232571
12840,3.252355576,3.541030407
12840,5.381797791,5.574509621
12840,3.838597298,4.135834694
12840,3.682693958,3.986958504
12840,5.935181141,6.201424599
12840,8.256654739,8.421564102
12840,14.6301384,14.719244
12840,14.31580925,14.67085361
12840,16.05699348,16.276371
12840,16.64287186,16.85029984
12840,16.327425,16.54115677
12840,18.16226387,18.41381073
12840,18.88666725,19.05800629
12840,15.68415928,16.45873451
12840,16.02529144,16.2453289
12840,16.02529144,16.2453289
12840,29.4844017,29.54021072
12840,33.91270828,33.98457718
12840,33.46321487,33.60468292
12840,33.46321487,33.60468292
12840,34.33200073,34.51267242
12840,33.91270828,33.98457718
12840,23.71097946,23.95019722
12840,30.33514214,30.39191818
12840,15.76524925,16.53792381
12840,24.64801788,24.75395775
12840,12.72373295,13.44993019
12840,24.64801979,24.75396156
12840,29.51246071,29.56794548
12840,20.48617363,20.94182014
12840,17.83303833,18.0825634
12840,24.64801979,24.75396156
12840,28.87479591,28.93755341
12925,0,0
12925,0.233613849,0.381063819
12925,0.25238657,0.43046844
12925,3.550330639,3.778379917
12925,1.74192214,2.204297543
12925,1.609638214,2.072844982
12925,0.186135888,0.645644546
12925,3.015098095,3.469516039
12925,4.026070118,4.3510499
12925,2.024333954,2.389649868
12925,0.412543774,0.857990265
12925,0.216522098,0.706678391
12925,0.265737295,0.733961225
12925,0.684308171,1.316764235
12925,0.647958994,1.286404848
12925,0.682327151,1.301521301
12925,0.947227299,1.549916744
12925,4.1672225,4.600264072
12925,8.13958931,8.400481224
12925,15.56429195,15.72679806
12925,24.64804459,24.75398445
12925,29.8393898,29.89529991
12925,33.91270828,33.98457718
12925,23.71066666,23.94986343
12925,29.51246071,29.56794548
12925,33.91102219,33.98287964
12925,33.91267395,33.98454285
12925,33.91269302,33.98456192
12925,33.7742157,33.84516907
12925,33.40177917,33.47040176
12925,33.26257706,33.33039474
12925,33.90971375,33.98155975
12925,33.91257095,33.98444366
12925,29.51255417,29.56803703
12925,29.51246071,29.56794548
12925,29.51246071,29.56794548
12925,17.8538723,18.10336494
12925,24.64801979,24.75396156
12925,29.5109272,29.56643295
12925,29.51246071,29.56794548
12925,29.51246071,29.56794548
12925,29.51246071,29.56794548
12925,29.51246071,29.56794548
12925,11.39807701,12.09504509
